#C 2015 Widow Rockfish Assessment
#C Allan C. Hicks and Chantel R. Wetzel
#C NWFSC, NOAA, Seattle, WA

1916  #_styr
2014  #_endyr
1   #_nseas
12    #_months/season
1   #_spawn_seas
5   #_Nfleet
4   #_Nsurveys
1   #_N_areas

BottomTrawl%MidwaterTrawl%Hake%Net%HnL%JuvSurvey%Triennial%NWFSC%ForeignAtSea
#BTr  MTr  Hak  Net  HnL  JvS  Tri  NWS  FAS
# 1    2     3   4    5    6    7    8    9
0.5   0.5  0.5  0.5  0.5  0.5  0.55 0.65 0.5  #Fleet and survey timing in season
 1     1    1    1    1    1    1    1    1   #Area of each fleet and survey
 1     1    1    1    1                    #Units of each fleet: 1=Biomass(mt),2=Numbers(1000s)
0.01  0.01 0.01 0.01 0.01                  # SE of log(catch) by fleet for equilibrium and continuous options

2                                          #_Ngenders
40                                         #_Nages
 0    0    0     0    0                    #_init_equil_catch_for_each_fishery

99      #_N_lines_of_catch_to_read
#_catch_biomass(mt):_columns_are_fisheries,year,season
#BottomTrawl  MidwaterTrawl Hake  Net HnL Year  Season
2009    1   3   3   2   528 0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.12    0.48    0.54    1.24    2.95    10.98   10.43   9.25    5.03    4.87    1.33    0.46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.12    0.17    0.58    0.80    3.95    10.50   15.83   11.92   6.68    1.36    0.34    0.07    0.00    0.02    0.00
2010    1   3   3   2   1193    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.00    2.56    0.35    5.77    3.42    5.75    1.68    6.93    9.03    5.64    4.02    2.39    0.57    0.05    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.02    0.11    0.56    8.21    4.35    8.72    4.80    15.89   6.81    1.91    0.37    0.04    0.01    0.01    0.00
2011    1   3   3   2   1192    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.04    0.31    1.21    2.42    3.88    5.89    6.29    8.15    8.66    7.09    5.06    3.10    0.80    0.05    0.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.03    0.20    0.52    3.67    5.22    6.63    8.96    10.69   8.71    1.88    0.22    0.12    0.07    0.04    0.00
2012    1   3   3   2   1098    0.00    0.00    0.00    0.00    0.02    0.12    0.09    0.00    0.00    0.01    0.06    0.12    0.69    1.91    2.50    5.56    5.07    6.15    10.24   9.37    6.92    3.64    0.71    0.16    0.05    0.00    0.00    0.00    0.00    0.02    0.14    0.07    0.00    0.02    0.00    0.09    0.09    0.66    1.61    4.32    7.79    10.85   10.23   8.11    1.79    0.55    0.18    0.10    0.00    0.00
2013    1   3   3   2   1068    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.04    0.02    0.06    0.08    1.03    1.13    4.01    5.91    10.94   6.28    10.00   6.82    2.99    3.13    0.22    0.09    0.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.02    0.00    0.01    0.06    0.72    0.50    2.79    9.99    6.25    12.90   7.35    5.40    0.76    0.18    0.10    0.09    0.02    0.03
2014    1   3   3   2   973 0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.26    0.76    3.35    5.31    5.71    7.82    6.03    8.10    9.09    3.80    2.62    0.15    0.01    0.02    0.00    0.02    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.00    0.06    0.19    1.57    2.31    4.70    9.15    10.79   10.80   5.51    1.44    0.31    0.07    0.04    0.01    0.00
#NET (no CALCOM)
#year   Season  Fleet   gender  partition   nSamps  F8  F10 F12 F14 F16 F18 F20 F22 F24 F26 F28 F30 F32 F34 F36 F38 F40 F42 F44 F46 F48 F50 F52 F54 F56 M8  M10 M12 M14 M16 M18 M20 M22 M24 M26 M28 M30 M32 M34 M36 M38 M40 M42 M44 M46 M48 M50 M52 M54 M56
-1982	1	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	1	4	3	2	46	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03	3.64	3.28	6.38	7.37	10.3	9.8	10.51	11.99	12.22	5.29	3.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	2.97	4.24	1.15	0.17	0	0	0	0	0
1984	1	4	3	2	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0.85	2.74	7.91	11.39	12.53	18.45	12.86	5.7	0	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06	0.48	2.2	8.47	8.12	5.91	0	0	0	0	0	0
1985	1	4	3	2	157	0	0	0	0	0	0	0	0	0	0	0	0	0.14	1.31	3.93	5.84	8.05	16.08	7.54	8.14	7.01	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	1.87	4.43	8.48	12.12	11.05	2.1	0.54	0	0	0	0	0
1986	1	4	3	2	103	0	0	0	0	0	0	0	0	0	0	0.16	0.2	0.93	0.52	4.09	6.16	13.72	9.3	11.07	4.99	3.07	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.85	0.38	2	4.42	10.97	13.41	6.39	2.93	1.62	2.42	0	0	0	0
1987	1	4	3	2	73	0	0	0	0	0	0	0	0	0	0	0	0.1	0.08	1.59	2.65	4.01	6.92	9.42	6.86	5.91	2.55	1.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.31	1.76	8.35	13.94	17.33	14.82	1.15	0	0	0.57	0	0	0
1988	1	4	3	2	89	0	0	0	0	0	0	0	0	0	0	0.13	0.2	1.95	1.64	5.6	12.82	11.28	6.24	4.52	4.18	1.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0.93	2.44	7.16	16.33	17.55	3.45	0.43	0.68	0.16	0	0	0	0
1989	1	4	3	2	138	0	0	0	0	0	0	0	0	0	0	0	0.53	2.43	6.17	8.67	10.54	13.77	10.76	12	5.72	3.43	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.95	2.62	3.32	5.14	8.47	3.7	0.75	0	0.21	0	0	0	0
1990	1	4	3	2	158	0	0	0	0	0	0	0	0	0	0	0	0.33	0.14	2.44	8.47	17.21	8.82	6.82	6.63	6.66	5.42	1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	1.74	2.36	7.42	7.09	10.41	5.04	1.14	0.46	0	0	0	0	0
1991	1	4	3	2	59	0	0	0	0	0	0	0	0	0	0	0	0.01	1.04	4.48	15.19	20.76	14.24	2.25	8.67	1.53	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0.97	4.51	10.18	5.15	5.96	3.08	1.14	0.13	0	0	0	0	0
1992	1	4	3	2	62	0	0	0	0	0	0	0	0	0	0	0	0.4	3	5.26	9.13	14.09	16.79	10.53	2.36	2.67	2.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0.47	2.89	4.42	5.39	7.95	7	3.75	0.33	0.06	0	0	0	0	0
1993	1	4	3	2	56	0	0	0	0	0	0	0	0	0	0.1	0.34	1.98	2.52	9.38	13.97	9.76	9.94	5.97	2.85	2.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.37	2.34	4.77	3.04	16.56	8.87	4.38	0.59	0.1	0.03	0	0	0	0	0
1994	1	4	3	2	90	0	0	0	0	0	0	0	0	0	0.17	0	0.11	0.18	3.45	8.07	11.43	15.8	9.24	2.9	2.87	0.4	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0.13	0.22	2.1	6.8	19.04	11.45	4.42	0.49	0.43	0	0	0	0	0
1995	1	4	3	2	38	0	0	0	0	0	0	0	0	0	0	0.88	1.37	0.41	0.97	4.73	9.76	19.54	9.82	8.75	0.26	1.32	2.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	1.6	0.49	3.86	4.88	9.23	12.53	3.82	1.96	0	0	0	0	0	0
1996	1	4	3	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	1.91	7.97	27.03	12.35	2.05	1.78	0.22	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32	5.08	16.69	19.59	2.78	0.68	0.02	0	0	0	0	0
1997	1	4	3	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	2.1	10.05	19.7	14.18	10.18	4.18	2.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	2.2	8.82	14.1	8.04	3.34	0.56	0.01	0	0	0	0
1998	1	4	3	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	2.77	11.75	16.4	20.24	4.85	1.38	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27	9.15	12.46	9.81	8.17	0.92	0.16	0	0	0	0	0
-1999	1	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.48	0	0	0	0	0	0	0
-2002	1	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0
#HNL
#year   Season  Fleet   gender  partition   nSamps  F8  F10 F12 F14 F16 F18 F20 F22 F24 F26 F28 F30 F32 F34 F36 F38 F40 F42 F44 F46 F48 F50 F52 F54 F56 M8  M10 M12 M14 M16 M18 M20 M22 M24 M26 M28 M30 M32 M34 M36 M38 M40 M42 M44 M46 M48 M50 M52 M54 M56
1979    1   5   3   2   3   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    20.09   0.00    12.11   11.15   5.33    0.00    6.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    19.05   0.00    11.08   8.42    3.72    0.00    3.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
-1980    1   5   3   2   2   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    100.00  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1981    1   5   3   2   10  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    4.46    7.81    2.06    17.55   13.22   7.19    14.26   3.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    3.99    6.26    1.35    10.89   5.47    1.26    1.14    0.10    0.00    0.00    0.00    0.00
1982    1   5   3   2   22  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    4.09    2.82    6.73    15.29   37.34   19.33   0.24    0.00    0.00    1.07    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.80    5.00    1.54    1.84    2.22    0.42    0.02    0.00    0.00    0.26
1983    1   5   3   2   13  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.26    3.11    0.00    3.52    3.48    3.93    5.60    16.55   0.40    9.34    6.35    1.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    3.15    0.00    8.99    3.31    9.64    3.84    10.41   0.13    0.48    0.44    0.03    0.00    0.00    0.00    0.00
1984    1   5   3   2   5   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    8.94    0.00    9.19    15.48   0.00    13.63   20.54   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.91    11.17   14.28   0.78    0.00    0.08    0.00    0.00    0.00    0.00
1985    1   5   3   2   6   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.59    0.00    2.69    44.19   0.00    3.51    0.00    39.74   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.12    0.00    2.03    1.94    0.00    1.19    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1986    1   5   3   2   32  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.62    1.98    3.61    11.59   11.40   15.96   13.57   2.89    2.19    0.27    0.27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.62    1.99    3.25    5.04    9.43    9.89    4.98    0.46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1987    1   5   3   2   4   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    4.65    0.00    3.68    0.00    8.76    8.95    8.26    4.36    6.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    4.71    0.00    3.24    21.01   7.53    7.34    5.58    2.56    2.37    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1988    1   5   3   2   2   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    12.61   0.00    43.69   43.69   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1989    1   5   3   2   9   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.47    0.00    7.79    5.50    5.14    0.00    12.99   1.63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.60    12.33   6.24    17.34   4.16    0.00    0.43    0.55    6.83    0.00    0.00    0.00    0.00    0.00    0.00
1990    1   5   3   2   13  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.45    6.56    3.20    4.53    9.24    12.04   1.22    6.02    0.00    4.89    10.64   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.45    5.97    2.61    14.86   8.14    1.12    7.12    0.00    0.00    0.60    0.35    0.00    0.00    0.00    0.00
1991    1   5   3   2   22  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.81    0.81    2.77    0.90    5.31    17.87   11.76   1.00    7.29    3.82    2.63    0.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.81    0.00    7.30    9.95    18.61   2.72    0.91    2.95    0.15    0.02    1.47    0.01    0.00    0.00    0.00
1992    1   5   3   2   149 0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.15    0.16    2.10    1.75    3.71    7.49    14.53   9.46    5.46    6.63    5.13    6.29    3.25    0.08    2.63    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.06    0.25    1.83    1.61    4.27    5.34    8.75    5.38    2.29    0.93    0.34    0.06    0.03    0.01    0.00    0.00
1993    1   5   3   2   77  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.06    0.02    1.72    8.16    7.05    7.81    10.35   7.61    3.13    2.91    4.49    0.80    0.16    0.25    0.00    0.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.06    0.02    4.06    5.20    6.94    9.48    9.10    5.25    1.94    1.27    1.55    0.07    0.01    0.02    0.00    0.09    0.00
1994    1   5   3   2   114 0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.71    6.54    9.90    5.86    11.39   4.00    5.37    3.22    4.30    3.60    3.12    3.87    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.72    5.98    5.75    5.25    9.45    2.69    3.36    1.38    0.72    0.34    0.11    0.28    0.01    0.00    0.00
1995    1   5   3   2   10  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    14.42   7.22    0.01    4.00    0.03    12.77   4.28    3.60    8.88    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    14.59   7.28    0.01    3.27    4.76    6.52    2.99    2.35    3.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1996    1   5   3   2   21  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.26    8.00    1.12    13.88   9.55    1.58    5.64    4.29    5.29    2.30    4.61    1.06    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.28    8.11    1.06    11.01   8.47    1.30    2.79    2.79    1.27    0.38    0.38    0.04    0.05    0.00    0.00    0.00
1997    1   5   3   2   49  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.14    2.30    7.35    4.00    6.82    6.43    12.48   8.76    4.01    1.30    2.22    0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.16    2.73    6.96    2.34    8.66    2.33    11.06   5.48    0.94    1.16    0.17    0.01    0.00    0.00    0.00    0.00
1998    1   5   3   2   58  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.02    0.18    1.06    2.51    5.96    15.21   13.03   7.31    14.77   4.61    5.57    3.46    0.59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.02    0.19    0.97    2.32    3.84    5.49    2.39    4.45    4.58    0.78    0.54    0.10    0.06    0.00    0.00    0.00
1999    1   5   3   2   21  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.74    2.21    2.95    4.67    4.73    5.48    6.97    7.38    5.03    9.56    5.90    3.78    0.95    0.00    1.68    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.74    2.24    2.98    4.29    3.74    5.10    7.62    3.23    1.97    2.47    3.53    0.03    0.03    0.00    0.00    0.00    0.00
2000    1   5   3   2   17  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.39    3.26    2.52    1.87    8.77    5.17    5.25    12.84   2.78    5.53    8.17    17.33   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.40    2.88    2.02    0.96    5.88    2.94    4.89    4.11    1.22    0.54    0.28    0.00    0.00    0.00    0.00
2001    1   5   3   2   8   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.51    1.54    42.96   0.51    0.51    1.03    4.24    0.00    1.03    0.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.51    1.03    0.51    35.59   0.00    0.00    1.03    4.24    0.00    4.24    0.00    0.00    0.00    0.00    0.00
2002    1   5   3   2   12  0.00    0.00    0.00    0.00    0.00    0.00    0.80    0.00    4.59    6.94    4.80    3.71    10.68   9.83    3.26    6.77    1.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80    0.00    4.57    7.00    4.86    3.36    8.64    8.99    2.62    4.49    1.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
-2005    1   5   3   2   1   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    12.83   0.00    0.00    50.00   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    37.17   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2006    1   5   3   2   10  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    34.21   0.00    17.11   0.00    0.00    1.07    1.53    2.13    4.51    11.73   2.24    2.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    17.11   0.00    0.00    0.00    3.50    1.07    1.30    0.37    0.07    0.04    0.00    0.00    0.00
2007    1   5   3   2   13  0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    17.03   0.00    0.00    6.85    7.92    10.16   6.50    6.75    11.05   1.75    0.88    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.33    8.28    7.92    4.27    1.58    0.97    0.88    0.00    0.88    0.00    0.00
2008    1   5   3   2   5   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.59    8.30    12.87   32.45   6.75    0.00    8.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    4.55    6.50    2.50    7.02    6.18    1.20    0.00    0.30    0.00    0.00    0.00    0.00
2010    1   5   3   2   5   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.25    6.25    12.50   6.25    12.50   18.75   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    18.75   12.50   6.25    0.00    0.00    0.00    0.00    0.00    0.00
2011    1   5   3   2   3   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.95    14.65   26.32   0.00    3.31    3.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.93    14.76   26.62   0.00    2.57    2.72    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2012    1   5   3   2   7   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.35    15.06   0.00    0.00    0.00    16.31   0.00    2.19    4.04    0.00    9.91    4.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    16.44   1.18    2.35    0.00    14.01   0.00    0.00    8.08    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00
2013    1   5   3   2   27  0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.42    3.36    4.81    16.68   6.47    6.37    2.74    1.94    2.14    1.80    1.37    1.37    0.00    1.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.42    3.34    4.85    16.88   5.86    5.09    2.54    1.61    1.92    2.69    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2014    1   5   3   2   55  0.00    0.00    0.00    0.00    0.00    0.00    0.16    0.00    0.00    0.16    1.32    2.98    13.62   28.17   4.87    0.91    0.70    0.00    1.99    0.00    0.27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.16    0.00    0.00    0.16    1.33    2.18    10.18   25.41   4.38    0.25    0.70    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00
#WCGOP dicards for HnL
2004    1   5   0   1   1   0.00    0.00    0.00    0.00    0.00    0.17    0.67    0.17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.17    0.67    0.17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2005    1   5   0   1   3   0.00    0.00    0.00    0.00    0.00    0.10    0.58    0.31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.10    0.58    0.31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2006    1   5   0   1   5   0.00    0.00    0.00    0.00    0.02    0.12    0.27    0.25    0.20    0.13    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.02    0.12    0.27    0.25    0.20    0.13    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2007    1   5   0   1   13  0.00    0.00    0.00    0.00    0.07    0.04    0.11    0.25    0.34    0.11    0.01    0.00    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.01    0.02    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.07    0.04    0.11    0.25    0.34    0.11    0.01    0.00    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.01    0.02    0.02    0.01    0.00    0.00
2008    1   5   0   1   2   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.29    0.00    0.57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.29    0.00    0.57    0.00    0.00    0.00    0.00    0.00
2009    1   5   0   1   1   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.25    0.50    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.25    0.50    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2011    1   5   0   1   3   0.00    0.00    0.00    0.00    0.00    0.00    0.17    0.17    0.33    0.17    0.17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.17    0.17    0.33    0.17    0.17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2012    1   5   0   1   4   0.00    0.00    0.00    0.07    0.00    0.00    0.07    0.52    0.19    0.07    0.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.07    0.00    0.00    0.07    0.52    0.19    0.07    0.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2013    1   5   0   1   4   0.00    0.00    0.00    0.00    0.00    0.18    0.36    0.00    0.18    0.09    0.18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.18    0.36    0.00    0.18    0.09    0.18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
#Triennial survey (sample size is number of tows)
